id,ITEM_CODE,EMP_ID,Quantity,sales_entry_date
129,PROD_001,EMP234,34,2/24/2019
130,PROD_002,EMP234,40,2/24/2019
131,PROD_003,EMP234,29,2/24/2019
132,PROD_004,EMP234,33,2/24/2019
133,PROD_005,EMP234,29,2/24/2019
134,PROD_006,EMP234,30,2/24/2019
135,PROD_007,EMP234,18,2/24/2019
136,PROD_008,EMP234,20,2/24/2019
137,ESP_001,EMP234,3,2/24/2019
138,ESP_002,EMP234,2,2/24/2019
139,ESP_003,EMP234,4,2/24/2019
140,ESP_004,EMP234,2,2/24/2019
141,ESP_005,EMP234,3,2/24/2019
142,ESP_006,EMP234,7,2/24/2019
143,ESP_007,EMP234,1,2/24/2019
144,ESP_008,EMP234,2,2/24/2019
145,PROD_001,EMP234,27,3/3/2019
146,PROD_002,EMP234,37,3/3/2019
147,PROD_003,EMP234,30,3/3/2019
148,PROD_004,EMP234,37,3/3/2019
149,PROD_005,EMP234,13,3/3/2019
150,PROD_006,EMP234,23,3/3/2019
151,PROD_007,EMP234,11,3/3/2019
152,PROD_008,EMP234,16,3/3/2019
153,ESP_001,EMP234,2,3/3/2019
154,ESP_002,EMP234,2,3/3/2019
155,ESP_003,EMP234,3,3/3/2019
156,ESP_004,EMP234,2,3/3/2019
157,ESP_005,EMP234,1,3/3/2019
158,ESP_006,EMP234,5,3/3/2019
159,ESP_007,EMP234,1,3/3/2019
160,ESP_008,EMP234,1,3/3/2019
161,PROD_001,EMP234,29,3/10/2019
162,PROD_002,EMP234,34,3/10/2019
163,PROD_003,EMP234,48,3/10/2019
164,PROD_004,EMP234,34,3/10/2019
165,PROD_005,EMP234,20,3/10/2019
166,PROD_006,EMP234,19,3/10/2019
167,PROD_007,EMP234,17,3/10/2019
168,PROD_008,EMP234,5,3/10/2019
169,ESP_001,EMP234,1,3/10/2019
170,ESP_002,EMP234,1,3/10/2019
171,ESP_003,EMP234,3,3/10/2019
172,ESP_004,EMP234,1,3/10/2019
173,ESP_005,EMP234,1,3/10/2019
174,ESP_006,EMP234,4,3/10/2019
175,ESP_007,EMP234,1,3/10/2019
176,ESP_008,EMP234,0,3/10/2019
177,PROD_001,EMP234,33,3/17/2019
178,PROD_002,EMP234,25,3/17/2019
179,PROD_003,EMP234,34,3/17/2019
180,PROD_004,EMP234,43,3/17/2019
181,PROD_005,EMP234,22,3/17/2019
182,PROD_006,EMP234,22,3/17/2019
183,PROD_007,EMP234,18,3/17/2019
184,PROD_008,EMP234,16,3/17/2019
185,ESP_001,EMP234,1,3/17/2019
186,ESP_002,EMP234,0,3/17/2019
187,ESP_003,EMP234,1,3/17/2019
188,ESP_004,EMP234,1,3/17/2019
189,ESP_005,EMP234,1,3/17/2019
190,ESP_006,EMP234,4,3/17/2019
191,ESP_007,EMP234,0,3/17/2019
192,ESP_008,EMP234,0,3/17/2019
193,PROD_001,EMP234,30,3/24/2019
194,PROD_002,EMP234,29,3/24/2019
195,PROD_003,EMP234,38,3/24/2019
196,PROD_004,EMP234,37,3/24/2019
197,PROD_005,EMP234,16,3/24/2019
198,PROD_006,EMP234,16,3/24/2019
199,PROD_007,EMP234,13,3/24/2019
200,PROD_008,EMP234,18,3/24/2019
201,ESP_001,EMP234,0,3/24/2019
202,ESP_002,EMP234,0,3/24/2019
203,ESP_003,EMP234,0,3/24/2019
204,ESP_004,EMP234,0,3/24/2019
205,ESP_005,EMP234,1,3/24/2019
206,ESP_006,EMP234,2,3/24/2019
207,ESP_007,EMP234,0,3/24/2019
208,ESP_008,EMP234,0,3/24/2019
209,PROD_001,EMP234,45,3/31/2019
210,PROD_002,EMP234,30,3/31/2019
211,PROD_003,EMP234,33,3/31/2019
212,PROD_004,EMP234,32,3/31/2019
213,PROD_005,EMP234,26,3/31/2019
214,PROD_006,EMP234,17,3/31/2019
215,PROD_007,EMP234,24,3/31/2019
216,PROD_008,EMP234,17,3/31/2019
217,ESP_001,EMP234,1,3/31/2019
218,ESP_002,EMP234,0,3/31/2019
219,ESP_003,EMP234,1,3/31/2019
220,ESP_004,EMP234,0,3/31/2019
221,ESP_005,EMP234,1,3/31/2019
222,ESP_006,EMP234,3,3/31/2019
223,ESP_007,EMP234,0,3/31/2019
224,ESP_008,EMP234,0,3/31/2019
225,PROD_001,EMP234,35,4/7/2019
226,PROD_002,EMP234,42,4/7/2019
227,PROD_003,EMP234,28,4/7/2019
228,PROD_004,EMP234,43,4/7/2019
229,PROD_005,EMP234,19,4/7/2019
230,PROD_006,EMP234,19,4/7/2019
231,PROD_007,EMP234,11,4/7/2019
232,PROD_008,EMP234,19,4/7/2019
233,ESP_001,EMP234,2,4/7/2019
234,ESP_002,EMP234,1,4/7/2019
235,ESP_003,EMP234,1,4/7/2019
236,ESP_004,EMP234,1,4/7/2019
237,ESP_005,EMP234,1,4/7/2019
238,ESP_006,EMP234,3,4/7/2019
239,ESP_007,EMP234,0,4/7/2019
240,ESP_008,EMP234,1,4/7/2019
241,PROD_001,EMP234,42,4/14/2019
242,PROD_002,EMP234,35,4/14/2019
243,PROD_003,EMP234,45,4/14/2019
244,PROD_004,EMP234,42,4/14/2019
245,PROD_005,EMP234,26,4/14/2019
246,PROD_006,EMP234,20,4/14/2019
247,PROD_007,EMP234,18,4/14/2019
248,PROD_008,EMP234,20,4/14/2019
249,ESP_001,EMP234,3,4/14/2019
250,ESP_002,EMP234,1,4/14/2019
251,ESP_003,EMP234,2,4/14/2019
252,ESP_004,EMP234,2,4/14/2019
253,ESP_005,EMP234,2,4/14/2019
254,ESP_006,EMP234,4,4/14/2019
255,ESP_007,EMP234,1,4/14/2019
256,ESP_008,EMP234,2,4/14/2019
257,PROD_001,EMP234,45,4/21/2019
258,PROD_002,EMP234,37,4/21/2019
259,PROD_003,EMP234,41,4/21/2019
260,PROD_004,EMP234,41,4/21/2019
261,PROD_005,EMP234,23,4/21/2019
262,PROD_006,EMP234,30,4/21/2019
263,PROD_007,EMP234,21,4/21/2019
264,PROD_008,EMP234,17,4/21/2019
265,ESP_001,EMP234,5,4/21/2019
266,ESP_002,EMP234,2,4/21/2019
267,ESP_003,EMP234,3,4/21/2019
268,ESP_004,EMP234,2,4/21/2019
269,ESP_005,EMP234,2,4/21/2019
270,ESP_006,EMP234,7,4/21/2019
271,ESP_007,EMP234,2,4/21/2019
272,ESP_008,EMP234,2,4/21/2019
273,PROD_001,EMP234,37,4/28/2019
274,PROD_002,EMP234,42,4/28/2019
275,PROD_003,EMP234,33,4/28/2019
276,PROD_004,EMP234,43,4/28/2019
277,PROD_005,EMP234,17,4/28/2019
278,PROD_006,EMP234,15,4/28/2019
279,PROD_007,EMP234,12,4/28/2019
280,PROD_008,EMP234,15,4/28/2019
281,ESP_001,EMP234,4,4/28/2019
282,ESP_002,EMP234,1,4/28/2019
283,ESP_003,EMP234,2,4/28/2019
284,ESP_004,EMP234,3,4/28/2019
285,ESP_005,EMP234,2,4/28/2019
286,ESP_006,EMP234,3,4/28/2019
287,ESP_007,EMP234,1,4/28/2019
288,ESP_008,EMP234,1,4/28/2019
289,PROD_001,EMP234,39,5/5/2019
290,PROD_002,EMP234,38,5/5/2019
291,PROD_003,EMP234,52,5/5/2019
292,PROD_004,EMP234,29,5/5/2019
293,PROD_005,EMP234,12,5/5/2019
294,PROD_006,EMP234,24,5/5/2019
295,PROD_007,EMP234,14,5/5/2019
296,PROD_008,EMP234,12,5/5/2019
297,ESP_001,EMP234,4,5/5/2019
298,ESP_002,EMP234,1,5/5/2019
299,ESP_003,EMP234,4,5/5/2019
300,ESP_004,EMP234,2,5/5/2019
301,ESP_005,EMP234,1,5/5/2019
302,ESP_006,EMP234,5,5/5/2019
303,ESP_007,EMP234,1,5/5/2019
304,ESP_008,EMP234,1,5/5/2019
305,PROD_001,EMP234,32,5/12/2019
306,PROD_002,EMP234,33,5/12/2019
307,PROD_003,EMP234,38,5/12/2019
308,PROD_004,EMP234,33,5/12/2019
309,PROD_005,EMP234,20,5/12/2019
310,PROD_006,EMP234,15,5/12/2019
311,PROD_007,EMP234,22,5/12/2019
312,PROD_008,EMP234,24,5/12/2019
313,ESP_001,EMP234,3,5/12/2019
314,ESP_002,EMP234,0,5/12/2019
315,ESP_003,EMP234,3,5/12/2019
316,ESP_004,EMP234,3,5/12/2019
317,ESP_005,EMP234,2,5/12/2019
318,ESP_006,EMP234,3,5/12/2019
319,ESP_007,EMP234,1,5/12/2019
320,ESP_008,EMP234,2,5/12/2019
321,PROD_001,EMP234,40,5/19/2019
322,PROD_002,EMP234,38,5/19/2019
323,PROD_003,EMP234,29,5/19/2019
324,PROD_004,EMP234,39,5/19/2019
325,PROD_005,EMP234,24,5/19/2019
326,PROD_006,EMP234,18,5/19/2019
327,PROD_007,EMP234,15,5/19/2019
328,PROD_008,EMP234,23,5/19/2019
329,ESP_001,EMP234,4,5/19/2019
330,ESP_002,EMP234,0,5/19/2019
331,ESP_003,EMP234,3,5/19/2019
332,ESP_004,EMP234,3,5/19/2019
333,ESP_005,EMP234,2,5/19/2019
334,ESP_006,EMP234,4,5/19/2019
335,ESP_007,EMP234,1,5/19/2019
336,ESP_008,EMP234,1,5/19/2019
337,PROD_001,EMP234,38,5/26/2019
338,PROD_002,EMP234,39,5/26/2019
339,PROD_003,EMP234,33,5/26/2019
340,PROD_004,EMP234,25,5/26/2019
341,PROD_005,EMP234,29,5/26/2019
342,PROD_006,EMP234,16,5/26/2019
343,PROD_007,EMP234,22,5/26/2019
344,PROD_008,EMP234,22,5/26/2019
345,ESP_001,EMP234,5,5/26/2019
346,ESP_002,EMP234,2,5/26/2019
347,ESP_003,EMP234,4,5/26/2019
348,ESP_004,EMP234,3,5/26/2019
349,ESP_005,EMP234,4,5/26/2019
350,ESP_006,EMP234,4,5/26/2019
351,ESP_007,EMP234,2,5/26/2019
352,ESP_008,EMP234,2,5/26/2019
353,PROD_001,EMP234,41,6/2/2019
354,PROD_002,EMP234,33,6/2/2019
355,PROD_003,EMP234,43,6/2/2019
356,PROD_004,EMP234,32,6/2/2019
357,PROD_005,EMP234,24,6/2/2019
358,PROD_006,EMP234,15,6/2/2019
359,PROD_007,EMP234,20,6/2/2019
360,PROD_008,EMP234,16,6/2/2019
361,ESP_001,EMP234,6,6/2/2019
362,ESP_002,EMP234,3,6/2/2019
363,ESP_003,EMP234,6,6/2/2019
364,ESP_004,EMP234,4,6/2/2019
365,ESP_005,EMP234,4,6/2/2019
366,ESP_006,EMP234,4,6/2/2019
367,ESP_007,EMP234,2,6/2/2019
368,ESP_008,EMP234,2,6/2/2019
369,PROD_001,EMP234,40,6/9/2019
370,PROD_002,EMP234,41,6/9/2019
371,PROD_003,EMP234,34,6/9/2019
372,PROD_004,EMP234,31,6/9/2019
373,PROD_005,EMP234,38,6/9/2019
374,PROD_006,EMP234,23,6/9/2019
375,PROD_007,EMP234,21,6/9/2019
376,PROD_008,EMP234,17,6/9/2019
377,ESP_001,EMP234,7,6/9/2019
378,ESP_002,EMP234,5,6/9/2019
379,ESP_003,EMP234,6,6/9/2019
380,ESP_004,EMP234,5,6/9/2019
381,ESP_005,EMP234,7,6/9/2019
382,ESP_006,EMP234,7,6/9/2019
383,ESP_007,EMP234,3,6/9/2019
384,ESP_008,EMP234,3,6/9/2019
385,PROD_001,EMP234,31,6/16/2019
386,PROD_002,EMP234,24,6/16/2019
387,PROD_003,EMP234,33,6/16/2019
388,PROD_004,EMP234,23,6/16/2019
389,PROD_005,EMP234,24,6/16/2019
390,PROD_006,EMP234,20,6/16/2019
391,PROD_007,EMP234,34,6/16/2019
392,PROD_008,EMP234,20,6/16/2019
393,ESP_001,EMP234,6,6/16/2019
394,ESP_002,EMP234,4,6/16/2019
395,ESP_003,EMP234,7,6/16/2019
396,ESP_004,EMP234,4,6/16/2019
397,ESP_005,EMP234,5,6/16/2019
398,ESP_006,EMP234,7,6/16/2019
399,ESP_007,EMP234,6,6/16/2019
400,ESP_008,EMP234,4,6/16/2019
401,PROD_001,EMP234,24,6/23/2019
402,PROD_002,EMP234,20,6/23/2019
403,PROD_003,EMP234,23,6/23/2019
404,PROD_004,EMP234,19,6/23/2019
405,PROD_005,EMP234,27,6/23/2019
406,PROD_006,EMP234,20,6/23/2019
407,PROD_007,EMP234,26,6/23/2019
408,PROD_008,EMP234,25,6/23/2019
409,ESP_001,EMP234,5,6/23/2019
410,ESP_002,EMP234,3,6/23/2019
411,ESP_003,EMP234,5,6/23/2019
412,ESP_004,EMP234,3,6/23/2019
413,ESP_005,EMP234,5,6/23/2019
414,ESP_006,EMP234,7,6/23/2019
415,ESP_007,EMP234,4,6/23/2019
416,ESP_008,EMP234,5,6/23/2019
417,PROD_001,EMP234,31,6/30/2019
418,PROD_002,EMP234,25,6/30/2019
419,PROD_003,EMP234,25,6/30/2019
420,PROD_004,EMP234,21,6/30/2019
421,PROD_005,EMP234,10,6/30/2019
422,PROD_006,EMP234,15,6/30/2019
423,PROD_007,EMP234,13,6/30/2019
424,PROD_008,EMP234,9,6/30/2019
425,ESP_001,EMP234,6,6/30/2019
426,ESP_002,EMP234,3,6/30/2019
427,ESP_003,EMP234,5,6/30/2019
428,ESP_004,EMP234,3,6/30/2019
429,ESP_005,EMP234,2,6/30/2019
430,ESP_006,EMP234,5,6/30/2019
431,ESP_007,EMP234,2,6/30/2019
432,ESP_008,EMP234,2,6/30/2019
433,PROD_001,EMP234,26,7/7/2019
434,PROD_002,EMP234,32,7/7/2019
435,PROD_003,EMP234,28,7/7/2019
436,PROD_004,EMP234,29,7/7/2019
437,PROD_005,EMP234,17,7/7/2019
438,PROD_006,EMP234,11,7/7/2019
439,PROD_007,EMP234,11,7/7/2019
440,PROD_008,EMP234,16,7/7/2019
441,ESP_001,EMP234,4,7/7/2019
442,ESP_002,EMP234,4,7/7/2019
443,ESP_003,EMP234,5,7/7/2019
444,ESP_004,EMP234,4,7/7/2019
445,ESP_005,EMP234,3,7/7/2019
446,ESP_006,EMP234,4,7/7/2019
447,ESP_007,EMP234,2,7/7/2019
448,ESP_008,EMP234,3,7/7/2019
449,PROD_001,EMP234,27,7/14/2019
450,PROD_002,EMP234,25,7/14/2019
451,PROD_003,EMP234,25,7/14/2019
452,PROD_004,EMP234,21,7/14/2019
453,PROD_005,EMP234,10,7/14/2019
454,PROD_006,EMP234,9,7/14/2019
455,PROD_007,EMP234,11,7/14/2019
456,PROD_008,EMP234,15,7/14/2019
457,ESP_001,EMP234,4,7/14/2019
458,ESP_002,EMP234,2,7/14/2019
459,ESP_003,EMP234,5,7/14/2019
460,ESP_004,EMP234,3,7/14/2019
461,ESP_005,EMP234,2,7/14/2019
462,ESP_006,EMP234,3,7/14/2019
463,ESP_007,EMP234,2,7/14/2019
464,ESP_008,EMP234,2,7/14/2019
465,PROD_001,EMP234,23,7/21/2019
466,PROD_002,EMP234,32,7/21/2019
467,PROD_003,EMP234,23,7/21/2019
468,PROD_004,EMP234,25,7/21/2019
469,PROD_005,EMP234,16,7/21/2019
470,PROD_006,EMP234,12,7/21/2019
471,PROD_007,EMP234,16,7/21/2019
472,PROD_008,EMP234,10,7/21/2019
473,ESP_001,EMP234,5,7/21/2019
474,ESP_002,EMP234,4,7/21/2019
475,ESP_003,EMP234,5,7/21/2019
476,ESP_004,EMP234,5,7/21/2019
477,ESP_005,EMP234,3,7/21/2019
478,ESP_006,EMP234,4,7/21/2019
479,ESP_007,EMP234,3,7/21/2019
480,ESP_008,EMP234,2,7/21/2019
481,PROD_001,EMP234,33,7/28/2019
482,PROD_002,EMP234,27,7/28/2019
483,PROD_003,EMP234,32,7/28/2019
484,PROD_004,EMP234,20,7/28/2019
485,PROD_005,EMP234,18,7/28/2019
486,PROD_006,EMP234,21,7/28/2019
487,PROD_007,EMP234,16,7/28/2019
488,PROD_008,EMP234,9,7/28/2019
489,ESP_001,EMP234,8,7/28/2019
490,ESP_002,EMP234,5,7/28/2019
491,ESP_003,EMP234,8,7/28/2019
492,ESP_004,EMP234,5,7/28/2019
493,ESP_005,EMP234,5,7/28/2019
494,ESP_006,EMP234,8,7/28/2019
495,ESP_007,EMP234,4,7/28/2019
496,ESP_008,EMP234,2,7/28/2019
497,PROD_001,EMP234,31,8/4/2019
498,PROD_002,EMP234,28,8/4/2019
499,PROD_003,EMP234,25,8/4/2019
500,PROD_004,EMP234,29,8/4/2019
501,PROD_005,EMP234,21,8/4/2019
502,PROD_006,EMP234,26,8/4/2019
503,PROD_007,EMP234,11,8/4/2019
504,PROD_008,EMP234,14,8/4/2019
505,ESP_001,EMP234,9,8/4/2019
506,ESP_002,EMP234,6,8/4/2019
507,ESP_003,EMP234,8,8/4/2019
508,ESP_004,EMP234,8,8/4/2019
509,ESP_005,EMP234,6,8/4/2019
510,ESP_006,EMP234,11,8/4/2019
511,ESP_007,EMP234,3,8/4/2019
512,ESP_008,EMP234,4,8/4/2019
513,PROD_001,EMP234,33,8/11/2019
514,PROD_002,EMP234,34,8/11/2019
515,PROD_003,EMP234,36,8/11/2019
516,PROD_004,EMP234,22,8/11/2019
517,PROD_005,EMP234,14,8/11/2019
518,PROD_006,EMP234,20,8/11/2019
519,PROD_007,EMP234,9,8/11/2019
520,PROD_008,EMP234,13,8/11/2019
521,ESP_001,EMP234,11,8/11/2019
522,ESP_002,EMP234,9,8/11/2019
523,ESP_003,EMP234,12,8/11/2019
524,ESP_004,EMP234,7,8/11/2019
525,ESP_005,EMP234,5,8/11/2019
526,ESP_006,EMP234,9,8/11/2019
527,ESP_007,EMP234,3,8/11/2019
528,ESP_008,EMP234,4,8/11/2019
529,PROD_001,EMP234,33,8/18/2019
530,PROD_002,EMP234,39,8/18/2019
531,PROD_003,EMP234,36,8/18/2019
532,PROD_004,EMP234,19,8/18/2019
533,PROD_005,EMP234,23,8/18/2019
534,PROD_006,EMP234,12,8/18/2019
535,PROD_007,EMP234,15,8/18/2019
536,PROD_008,EMP234,14,8/18/2019
537,ESP_001,EMP234,9,8/18/2019
538,ESP_002,EMP234,9,8/18/2019
539,ESP_003,EMP234,11,8/18/2019
540,ESP_004,EMP234,6,8/18/2019
541,ESP_005,EMP234,7,8/18/2019
542,ESP_006,EMP234,5,8/18/2019
543,ESP_007,EMP234,4,8/18/2019
544,ESP_008,EMP234,4,8/18/2019
545,PROD_001,EMP234,26,8/25/2019
546,PROD_002,EMP234,19,8/25/2019
547,PROD_003,EMP234,27,8/25/2019
548,PROD_004,EMP234,37,8/25/2019
549,PROD_005,EMP234,21,8/25/2019
550,PROD_006,EMP234,16,8/25/2019
551,PROD_007,EMP234,19,8/25/2019
552,PROD_008,EMP234,12,8/25/2019
553,ESP_001,EMP234,6,8/25/2019
554,ESP_002,EMP234,4,8/25/2019
555,ESP_003,EMP234,7,8/25/2019
556,ESP_004,EMP234,10,8/25/2019
557,ESP_005,EMP234,6,8/25/2019
558,ESP_006,EMP234,6,8/25/2019
559,ESP_007,EMP234,5,8/25/2019
560,ESP_008,EMP234,3,8/25/2019
561,PROD_001,EMP234,19,9/1/2019
562,PROD_002,EMP234,32,9/1/2019
563,PROD_003,EMP234,25,9/1/2019
564,PROD_004,EMP234,28,9/1/2019
565,PROD_005,EMP234,15,9/1/2019
566,PROD_006,EMP234,14,9/1/2019
567,PROD_007,EMP234,14,9/1/2019
568,PROD_008,EMP234,6,9/1/2019
569,ESP_001,EMP234,4,9/1/2019
570,ESP_002,EMP234,6,9/1/2019
571,ESP_003,EMP234,5,9/1/2019
572,ESP_004,EMP234,7,9/1/2019
573,ESP_005,EMP234,4,9/1/2019
574,ESP_006,EMP234,5,9/1/2019
575,ESP_007,EMP234,3,9/1/2019
576,ESP_008,EMP234,1,9/1/2019
577,PROD_001,EMP234,37,9/8/2019
578,PROD_002,EMP234,23,9/8/2019
579,PROD_003,EMP234,22,9/8/2019
580,PROD_004,EMP234,37,9/8/2019
581,PROD_005,EMP234,25,9/8/2019
582,PROD_006,EMP234,11,9/8/2019
583,PROD_007,EMP234,20,9/8/2019
584,PROD_008,EMP234,11,9/8/2019
585,ESP_001,EMP234,6,9/8/2019
586,ESP_002,EMP234,4,9/8/2019
587,ESP_003,EMP234,4,9/8/2019
588,ESP_004,EMP234,8,9/8/2019
589,ESP_005,EMP234,5,9/8/2019
590,ESP_006,EMP234,4,9/8/2019
591,ESP_007,EMP234,4,9/8/2019
592,ESP_008,EMP234,2,9/8/2019
593,PROD_001,EMP234,38,9/15/2019
594,PROD_002,EMP234,30,9/15/2019
595,PROD_003,EMP234,28,9/15/2019
596,PROD_004,EMP234,27,9/15/2019
597,PROD_005,EMP234,15,9/15/2019
598,PROD_006,EMP234,15,9/15/2019
599,PROD_007,EMP234,18,9/15/2019
600,PROD_008,EMP234,21,9/15/2019
601,ESP_001,EMP234,5,9/15/2019
602,ESP_002,EMP234,4,9/15/2019
603,ESP_003,EMP234,4,9/15/2019
604,ESP_004,EMP234,5,9/15/2019
605,ESP_005,EMP234,3,9/15/2019
606,ESP_006,EMP234,5,9/15/2019
607,ESP_007,EMP234,3,9/15/2019
608,ESP_008,EMP234,4,9/15/2019
609,PROD_001,EMP234,38,9/22/2019
610,PROD_002,EMP234,33,9/22/2019
611,PROD_003,EMP234,24,9/22/2019
612,PROD_004,EMP234,23,9/22/2019
613,PROD_005,EMP234,13,9/22/2019
614,PROD_006,EMP234,24,9/22/2019
615,PROD_007,EMP234,17,9/22/2019
616,PROD_008,EMP234,14,9/22/2019
617,ESP_001,EMP234,5,9/22/2019
618,ESP_002,EMP234,3,9/22/2019
619,ESP_003,EMP234,3,9/22/2019
620,ESP_004,EMP234,3,9/22/2019
621,ESP_005,EMP234,2,9/22/2019
622,ESP_006,EMP234,7,9/22/2019
623,ESP_007,EMP234,2,9/22/2019
624,ESP_008,EMP234,2,9/22/2019
625,PROD_001,EMP234,37,9/29/2019
626,PROD_002,EMP234,34,9/29/2019
627,PROD_003,EMP234,27,9/29/2019
628,PROD_004,EMP234,28,9/29/2019
629,PROD_005,EMP234,11,9/29/2019
630,PROD_006,EMP234,14,9/29/2019
631,PROD_007,EMP234,19,9/29/2019
632,PROD_008,EMP234,10,9/29/2019
633,ESP_001,EMP234,4,9/29/2019
